0;0;0;0;land;false;unknown;0
1;212;249;246;land;true;plains;1
2;248;224;202;land;false;plains;1
3;236;227;194;land;false;plains;1
4;188;109;227;land;false;plains;1
5;208;225;108;land;false;plains;1
6;240;136;234;land;true;plains;1
7;226;118;244;land;false;plains;1
8;213;205;237;land;false;plains;1
9;200;97;226;land;false;plains;1
10;232;168;136;land;true;plains;1
11;82;191;233;land;false;plains;1
12;186;193;230;land;true;plains;1
13;211;253;55;land;false;plains;1
14;131;201;202;land;false;plains;1
15;76;252;185;land;false;plains;1
16;142;251;172;land;true;plains;1
17;200;83;224;land;false;plains;1
18;208;249;116;land;false;plains;1
19;155;211;247;land;false;plains;1
20;235;247;145;land;false;plains;1
21;227;79;196;land;true;plains;1
22;175;207;168;land;false;plains;1
23;142;250;200;land;false;plains;1
24;228;142;168;land;false;plains;1
25;164;204;144;land;false;plains;1
26;189;175;219;land;true;plains;1
27;253;188;198;land;true;plains;1
28;248;98;198;land;false;plains;1
29;192;189;192;land;false;plains;1
30;245;229;85;land;false;plains;1
31;215;118;199;land;false;plains;1
32;166;187;242;land;false;plains;1
33;231;215;84;land;true;plains;1
34;116;226;254;land;false;plains;1
35;242;233;61;land;true;plains;1
36;171;173;249;land;true;plains;1
37;103;249;190;land;false;plains;1
38;58;214;241;land;false;plains;1
39;76;180;254;land;true;plains;1
40;106;230;198;land;false;plains;1
41;157;217;212;land;true;plains;1
42;225;114;209;land;false;plains;1
43;162;201;205;land;true;plains;1
44;192;183;253;land;false;plains;1
45;226;246;129;land;true;plains;1
46;160;136;238;land;true;plains;1
47;205;203;214;land;false;plains;1
48;177;131;198;land;false;plains;1
49;193;228;178;land;false;plains;1
50;70;228;206;land;true;plains;1
51;177;227;157;land;true;plains;1
52;50;220;231;land;false;plains;1
53;138;233;135;land;false;plains;1
54;233;121;204;land;false;plains;1
55;238;104;206;land;false;plains;1
56;230;208;85;land;true;plains;1
57;193;208;236;land;false;plains;1
58;208;208;127;land;true;plains;1
59;167;144;210;land;false;plains;1
60;88;193;245;land;false;plains;1
61;193;174;250;land;false;plains;1
62;197;92;225;land;true;plains;1
63;126;226;202;land;false;plains;1
64;236;171;119;land;true;plains;1
65;231;211;144;land;false;plains;1
66;225;146;195;land;false;plains;1
67;103;230;203;land;true;plains;1
68;192;212;235;land;false;plains;1
69;254;126;152;land;false;plains;1
70;228;241;66;land;false;plains;1
71;178;207;173;land;false;plains;1
72;221;132;243;land;false;plains;1
73;160;206;235;land;false;plains;1
74;168;253;146;land;false;plains;1
75;175;141;241;land;true;plains;1
76;250;220;103;land;false;plains;1
77;203;242;112;land;false;plains;1
78;239;214;218;land;false;plains;1
79;222;244;94;land;false;plains;1
80;96;245;220;land;false;plains;1
81;190;224;88;land;false;plains;1
82;164;229;201;land;false;plains;1
83;104;252;253;land;false;plains;1
84;178;181;179;land;false;plains;1
85;154;197;237;land;true;plains;1
86;188;207;159;land;false;plains;1
87;131;174;245;land;false;plains;1
88;187;117;253;land;true;plains;1
89;212;214;221;land;true;plains;1
90;205;152;168;land;false;plains;1
91;220;202;97;land;false;plains;1
92;228;187;192;land;false;plains;1
93;135;225;244;land;false;plains;1
94;134;242;240;land;false;plains;1
95;250;205;241;land;false;plains;1
96;248;24;251;land;true;plains;1
97;224;82;213;land;true;plains;1
98;231;179;218;land;false;plains;1
99;239;221;171;land;false;plains;1
100;193;129;220;land;false;plains;1
101;98;153;251;land;true;plains;1
102;216;177;138;land;false;plains;1
103;229;131;198;land;false;plains;1
104;249;145;152;land;false;plains;1
105;196;139;222;land;false;plains;1
106;198;117;201;land;true;plains;1
107;222;159;236;land;true;plains;1
108;180;154;215;land;false;plains;1
109;138;216;163;land;false;plains;1
110;185;141;207;land;false;plains;1
111;214;246;99;land;false;plains;1
112;250;48;222;land;false;plains;1
113;245;191;101;land;false;plains;1
114;249;242;112;land;false;plains;1
115;222;150;211;land;false;plains;1
116;231;77;215;land;false;plains;1
117;118;158;248;land;false;plains;1
118;160;147;195;land;false;plains;1
119;237;70;197;land;false;plains;1
120;94;234;247;land;false;plains;1
121;77;223;218;land;false;plains;1
122;202;204;189;land;false;plains;1
123;82;184;249;land;false;plains;1
124;211;167;237;land;true;plains;1
125;165;218;231;land;false;plains;1
126;162;171;219;land;false;plains;1
127;102;174;250;land;false;plains;1
128;229;152;146;land;true;plains;1
129;250;242;210;land;false;plains;1
130;249;47;222;land;true;plains;1
131;249;242;189;land;true;plains;1
132;223;84;198;land;true;plains;1
133;218;61;227;land;false;plains;1
134;206;104;247;land;false;plains;1
135;189;176;165;land;false;plains;1
136;135;196;228;land;false;plains;1
137;57;244;254;land;false;plains;1
138;236;237;53;land;false;plains;1
139;230;186;133;land;false;plains;1
140;147;191;198;land;false;plains;1
141;190;152;248;land;false;plains;1
142;230;204;82;land;false;plains;1
143;192;200;145;land;false;plains;1
144;130;170;242;land;false;plains;1
145;218;214;70;land;false;plains;1
146;235;225;100;land;true;plains;1
147;236;247;141;land;false;plains;1
148;244;188;236;land;false;plains;1
149;201;147;241;land;false;plains;1
150;203;205;219;land;false;plains;1
151;155;130;249;land;false;plains;1
152;199;215;107;land;false;plains;1
153;197;192;235;land;true;plains;1
154;245;111;160;land;false;plains;1
155;216;118;237;land;false;plains;1
156;182;180;220;land;false;plains;1
157;181;240;194;land;false;plains;1
158;228;246;52;land;false;plains;1
159;162;223;133;land;false;plains;1
160;251;48;242;land;false;plains;1
161;76;229;254;land;false;plains;1
162;83;242;250;land;false;plains;1
163;203;112;243;land;false;plains;1
164;92;244;219;land;true;plains;1
165;145;244;163;land;false;plains;1
166;189;103;249;land;false;plains;1
167;215;220;213;land;false;plains;1
168;203;213;165;land;false;plains;1
169;211;204;187;land;false;plains;1
170;238;227;213;land;false;plains;1
171;189;173;193;land;true;plains;1
172;109;176;231;land;false;plains;1
173;189;142;248;land;false;plains;1
174;180;248;124;land;false;plains;1
175;204;204;139;land;false;plains;1
176;160;175;169;land;false;plains;1
177;226;243;174;land;false;plains;1
178;232;56;221;land;false;plains;1
179;82;225;195;land;false;plains;1
180;146;233;202;land;true;plains;1
181;19;237;247;land;false;plains;1
182;109;231;236;land;false;plains;1
183;214;250;43;land;true;plains;1
184;251;252;250;land;false;plains;1
185;251;237;195;land;false;plains;1
186;180;189;159;land;false;plains;1
187;233;130;189;land;false;plains;1
188;217;220;201;land;false;plains;1
189;221;118;188;land;false;plains;1
190;251;234;233;land;true;plains;1
191;246;187;166;land;false;plains;1
192;166;151;226;land;false;plains;1
193;131;195;251;land;false;plains;1
194;205;220;126;land;false;plains;1
195;193;184;133;land;false;plains;1
196;172;143;247;land;false;plains;1
197;235;240;62;land;false;plains;1
198;146;246;186;land;false;plains;1
199;134;242;169;land;true;plains;1
200;116;213;188;land;true;plains;1
201;170;149;215;land;false;plains;1
202;153;203;162;land;false;plains;1
203;156;234;207;land;false;plains;1
204;254;235;93;land;false;plains;1
205;48;247;210;land;false;plains;1
206;234;135;180;land;false;plains;1
207;211;123;204;land;false;plains;1
208;216;250;140;land;false;plains;1
209;133;214;197;land;false;plains;1
210;144;244;196;land;false;plains;1
211;254;66;240;land;true;plains;1
212;233;115;210;land;false;plains;1
213;138;166;200;land;false;plains;1
214;212;245;115;land;false;plains;1
215;235;149;180;land;false;plains;1
216;146;203;198;land;true;plains;1
217;230;187;176;land;false;plains;1
218;188;223;92;land;false;plains;1
219;208;199;146;land;false;plains;1
220;253;40;226;land;false;plains;1
221;245;151;250;land;false;plains;1
222;195;221;199;land;false;plains;1
223;205;168;202;land;true;plains;1
224;163;237;101;land;false;plains;1
225;224;110;220;land;false;plains;1
226;245;124;180;land;false;plains;1
227;168;248;215;land;false;plains;1
228;219;102;200;land;false;plains;1
229;214;199;164;land;false;plains;1
230;137;194;188;land;false;plains;1
231;76;234;238;land;false;plains;1
232;142;239;153;land;true;plains;1
233;135;201;214;land;false;plains;1
234;158;230;242;land;false;plains;1
235;178;249;235;land;true;plains;1
236;102;246;155;land;false;plains;1
237;126;206;231;land;true;plains;1
238;222;243;222;land;false;plains;1
239;191;189;223;land;false;plains;1
240;251;140;157;land;true;plains;1
241;185;157;193;land;false;plains;1
242;172;200;146;land;false;plains;1
243;253;224;153;land;false;plains;1
244;238;253;152;land;false;plains;1
245;230;229;144;land;false;plains;1
246;184;241;210;land;false;plains;1
247;189;250;232;land;true;plains;1
248;138;228;176;land;false;plains;1
249;170;137;200;land;false;plains;1
250;80;204;252;land;false;plains;1
251;181;124;214;land;false;plains;1
252;231;253;245;land;false;plains;1
253;248;201;86;land;false;plains;1
254;250;137;186;land;false;plains;1
255;235;233;187;land;false;plains;1
256;182;226;221;land;false;plains;1
257;180;216;124;land;true;plains;1
258;238;169;159;land;false;plains;1
259;239;73;232;land;false;plains;1
260;107;239;188;land;false;plains;1
261;172;136;222;land;false;plains;1
262;248;244;126;land;false;plains;1
263;228;120;181;land;false;plains;1
264;74;218;230;land;false;plains;1
265;235;138;165;land;false;plains;1
266;162;224;242;land;false;plains;1
267;53;215;252;land;false;plains;1
268;197;235;246;land;false;plains;1
269;175;244;211;land;false;plains;1
270;238;68;207;land;true;plains;1
271;201;244;151;land;false;plains;1
272;186;200;200;land;false;plains;1
273;226;172;184;land;false;plains;1
274;170;244;187;land;true;plains;1
275;224;147;141;land;true;plains;1
276;206;226;162;land;true;plains;1
