175;arms_factory;3351.00;9.70;1150.00;4.42;0
175;arms_factory;3359.00;9.70;1144.00;2.26;0
175;arms_factory;3359.00;9.70;1144.00;4.93;0
175;arms_factory;3351.00;9.70;1144.00;0.21;0
175;arms_factory;3343.00;9.70;1150.00;2.87;0
175;arms_factory;3348.00;9.85;1149.00;0.71;0
175;industrial_complex;3340.00;9.70;1149.00;1.92;0
175;industrial_complex;3340.00;9.70;1144.00;4.93;0
175;industrial_complex;3345.00;9.73;1143.00;1.32;0
175;industrial_complex;3345.00;9.73;1143.00;3.98;0
175;industrial_complex;3355.00;9.70;1151.00;1.82;0
175;industrial_complex;3357.00;9.70;1150.00;3.38;0
175;air_base;3358.00;9.70;1150.00;6.04;0
175;supply_node;3356.00;9.70;1152.00;2.99;0
175;supply_node;3340.00;9.70;1146.00;4.47;0
175;supply_node;3355.00;9.70;1143.00;1.12;0
175;bunker;3349.00;9.75;1150.00;4.49;0
175;bunker;3360.00;9.70;1153.00;0.87;0
175;bunker;3352.00;9.70;1142.00;3.89;0
175;anti_air_building;3346.00;9.75;1144.00;5.10;0
175;anti_air_building;3339.00;9.70;1144.00;2.94;0
175;anti_air_building;3339.00;9.70;1144.00;0.78;0
175;synthetic_refinery;3361.00;9.70;1151.00;0.88;0
175;fuel_silo;3354.00;9.70;1151.00;5.00;0
175;radar_station;3349.00;9.70;1149.00;6.18;0
175;rocket_site;3356.00;9.70;1145.00;4.05;0
175;nuclear_reactor;3356.00;9.70;1145.00;5.61;0
23;supply_node;3163.00;9.75;1135.00;2.05;0
23;supply_node;3161.00;9.70;1151.00;3.47;0
23;supply_node;3136.00;9.70;1127.00;4.42;0
23;supply_node;3152.00;9.70;1147.00;2.54;0
23;supply_node;3143.00;9.70;1152.00;2.02;0
23;supply_node;3147.00;9.90;1134.00;0.80;0
23;supply_node;3125.00;9.75;1124.00;2.27;0
23;supply_node;3151.00;10.12;1123.00;2.21;0
23;supply_node;3114.00;9.90;1121.00;3.68;0
23;supply_node;3167.00;10.43;1121.00;4.38;0
23;supply_node;3136.00;9.70;1153.00;4.60;0
23;naval_base;3138.00;9.70;1154.00;-2.68;9833
23;naval_base;3124.00;9.70;1130.00;-2.60;9784
23;naval_base;3157.00;9.70;1156.00;-2.98;9759
23;naval_base;3135.00;9.50;1138.00;-2.82;9712
23;naval_base;3147.00;9.70;1156.00;-3.39;9759
23;naval_base;3150.00;9.70;1156.00;-3.04;9759
23;bunker;3130.00;9.85;1127.00;4.62;0
23;bunker;3159.00;9.70;1149.00;5.83;0
23;bunker;3158.00;9.70;1148.00;1.52;0
23;bunker;3154.00;10.10;1119.00;5.81;0
23;bunker;3168.00;9.93;1131.00;3.75;0
23;bunker;3154.00;9.80;1137.00;0.63;0
23;bunker;3140.00;9.70;1153.00;4.86;0
23;bunker;3137.00;9.70;1129.00;1.24;0
23;bunker;3173.00;10.50;1119.00;3.30;0
23;bunker;3139.00;9.70;1151.00;5.98;0
23;bunker;3119.00;9.78;1124.00;0.37;0
23;coastal_bunker;3153.00;9.70;1157.00;-3.04;0
23;coastal_bunker;3157.00;9.70;1156.00;-2.98;0
23;coastal_bunker;3132.00;9.50;1136.00;-2.82;0
23;coastal_bunker;3134.00;9.70;1153.00;-2.68;0
23;coastal_bunker;3116.00;9.50;1126.00;-3.14;0
23;coastal_bunker;3125.00;9.70;1131.00;-3.27;0
23;coastal_bunker;3141.00;9.70;1155.00;-3.39;0
1;arms_factory;3748.00;10.05;1287.00;1.31;0
1;arms_factory;3805.00;9.70;1359.00;3.97;0
1;arms_factory;3933.00;9.70;1282.00;0.35;0
1;arms_factory;3831.00;9.70;1367.00;3.37;0
1;arms_factory;3867.00;9.70;1309.00;6.04;0
1;arms_factory;3855.00;9.70;1312.00;2.42;0
1;industrial_complex;3939.00;9.70;1264.00;0.26;0
1;industrial_complex;3874.00;9.70;1295.00;0.36;0
1;industrial_complex;3799.00;9.70;1323.00;4.48;0
1;industrial_complex;3832.00;9.70;1322.00;0.86;0
1;industrial_complex;3838.00;9.70;1381.00;3.88;0
1;industrial_complex;3838.00;9.70;1317.00;5.09;0
1;air_base;3897.00;9.70;1320.00;2.93;0
1;supply_node;3844.00;9.70;1313.00;4.94;0
1;supply_node;3796.00;9.70;1326.00;2.70;0
1;supply_node;3847.00;9.70;1387.00;4.18;0
1;supply_node;3883.00;9.70;1291.00;0.84;0
1;supply_node;3916.00;9.70;1277.00;4.88;0
1;supply_node;3868.00;9.70;1309.00;0.07;0
1;supply_node;3812.00;10.38;1359.00;3.01;0
1;supply_node;3765.00;9.85;1295.00;5.59;0
1;supply_node;3775.00;9.70;1317.00;2.24;0
1;supply_node;3781.00;9.82;1298.00;5.18;0
1;supply_node;3798.00;9.70;1288.00;0.38;0
1;supply_node;3827.00;9.70;1383.00;4.42;0
1;supply_node;3860.00;9.70;1332.00;5.89;0
1;supply_node;3874.00;9.70;1272.00;2.54;0
1;supply_node;3838.00;9.70;1345.00;0.31;0
1;supply_node;3857.00;9.70;1290.00;1.78;0
1;supply_node;3816.00;9.70;1300.00;4.72;0
1;supply_node;3903.00;9.70;1322.00;1.02;0
1;supply_node;3819.00;9.70;1323.00;3.96;0
1;supply_node;3751.00;9.93;1287.00;0.61;0
1;supply_node;3937.00;9.70;1262.00;3.19;0
1;supply_node;3883.00;9.70;1328.00;6.13;0
1;supply_node;3932.00;9.70;1309.00;1.33;0
1;supply_node;3828.00;9.70;1366.00;5.37;0
1;supply_node;3797.00;9.73;1350.00;2.02;0
1;supply_node;3786.00;9.88;1335.00;3.50;0
1;supply_node;3811.00;9.70;1339.00;1.26;0
1;supply_node;3915.00;9.70;1331.00;2.73;0
1;supply_node;3844.00;9.70;1331.00;5.67;0
1;supply_node;3885.00;9.70;1312.00;3.43;0
1;supply_node;3797.00;9.70;1307.00;4.91;0
1;supply_node;3903.00;9.70;1301.00;1.56;0
1;supply_node;3835.00;9.70;1298.00;4.15;0
1;supply_node;3920.00;9.70;1303.00;0.80;0
1;supply_node;3825.00;9.70;1286.00;2.27;0
1;supply_node;3895.00;9.70;1284.00;0.03;0
1;supply_node;3926.00;9.70;1267.00;2.97;0
1;supply_node;3858.00;9.70;1264.00;4.45;0
1;supply_node;3910.00;9.70;1265.00;2.21;0
1;supply_node;3868.00;9.70;1412.00;3.68;0
1;supply_node;3861.00;9.70;1382.00;0.34;0
1;supply_node;3861.00;9.50;1376.00;4.38;0
1;supply_node;3904.00;9.70;1344.00;5.86;0
1;supply_node;3887.00;9.50;1341.00;2.51;0
1;supply_node;3872.00;9.70;1338.00;5.10;0
1;supply_node;3753.00;9.50;1311.00;1.75;0
1;supply_node;3902.00;9.50;1279.00;4.68;0
1;supply_node;3836.00;9.50;1265.00;0.98;0
1;supply_node;3837.00;9.70;1260.00;3.92;0
1;supply_node;3950.00;9.70;1279.00;5.40;0
1;supply_node;3946.00;9.70;1281.00;3.15;0
1;supply_node;3948.00;9.70;1276.00;6.09;0
1;supply_node;3943.00;9.70;1279.00;1.29;0
1;supply_node;3926.00;9.70;1283.00;5.33;0
1;supply_node;3949.00;9.70;1283.00;0.52;0
1;supply_node;3947.00;9.50;1286.00;3.46;0
1;supply_node;3940.00;9.70;1278.00;1.22;0
1;naval_base;3907.00;9.50;1308.00;-4.00;8542
1;naval_base;3863.00;9.50;1352.00;-4.00;9403
1;naval_base;3928.00;9.70;1305.00;-4.39;9488
1;naval_base;3892.00;9.50;1275.00;0.32;8964
1;naval_base;3849.00;9.50;1379.00;0.28;9403
1;naval_base;3770.00;9.50;1324.00;-2.36;9168
1;naval_base;3926.00;9.70;1284.00;-2.82;9488
1;naval_base;3871.00;9.50;1339.00;-3.14;9403
1;naval_base;3762.00;9.50;1303.00;-2.19;8389
1;naval_base;3821.00;9.70;1345.00;-4.10;9403
1;naval_base;3891.00;9.50;1338.00;-4.04;8542
1;naval_base;3866.00;9.70;1282.00;-0.28;9341
1;naval_base;3748.00;9.50;1311.00;-3.14;9580
1;naval_base;3778.00;9.50;1285.00;-0.23;9341
1;naval_base;3929.00;9.50;1291.00;-3.27;9488
1;naval_base;3841.00;9.50;1285.00;0.32;9341
1;naval_base;3860.00;9.50;1377.00;1.57;9403
1;naval_base;3915.00;9.70;1311.00;1.06;8542
1;naval_base;3883.00;9.50;1284.00;-0.56;9341
1;naval_base;3868.00;9.70;1333.00;-3.52;9403
1;naval_base;3783.00;9.73;1339.00;-1.57;9168
1;naval_base;3870.00;9.70;1272.00;-3.14;9341
1;naval_base;3828.00;9.50;1359.00;0.93;9403
1;naval_base;3918.00;9.50;1267.00;-0.54;8964
1;naval_base;3851.00;9.70;1265.00;-2.36;9341
1;naval_base;3904.00;9.70;1281.00;-3.93;8964
1;naval_base;3923.00;9.70;1299.00;0.32;9488
1;naval_base;3914.00;9.70;1336.00;-3.93;8542
1;naval_base;3809.00;9.50;1283.00;-0.24;9341
1;naval_base;3838.00;9.50;1265.00;-3.14;9341
1;naval_base;3861.00;9.50;1380.00;-1.57;9403
1;naval_base;3808.00;9.50;1374.00;-2.71;9168
1;naval_base;3907.00;9.50;1259.00;-1.57;8964
