1;3913.00;9.50;1290.00;big
1;3819.00;9.70;1323.00;big
3;3449.00;10.43;1439.00;big
3;3263.00;9.70;1310.00;big
4;3629.00;9.50;1242.00;big
4;3593.00;9.70;1258.00;big
5;3682.00;9.70;1233.00;big
5;3594.00;9.70;1195.00;big
6;3510.00;9.70;1242.00;big
6;3576.00;9.70;1237.00;big
7;3100.00;9.70;1222.00;big
7;2806.00;9.70;1383.00;big
8;2598.00;9.50;1537.00;big
8;2510.00;9.70;1386.00;big
9;2293.00;10.38;1398.00;big
9;2323.00;9.73;1533.00;big
10;2026.00;10.70;1500.00;big
10;2057.00;11.50;1392.00;big
11;1808.00;12.12;1405.00;big
11;1528.00;13.18;1559.00;big
12;2604.00;9.50;1788.00;big
12;2134.00;9.85;1834.00;big
13;2148.00;9.50;1736.00;big
13;1743.00;9.50;1838.00;big
14;1396.00;10.95;1681.00;big
14;1295.00;10.32;1833.00;big
15;959.00;12.40;1762.00;big
15;625.00;9.70;1711.00;big
16;4790.00;13.38;2137.00;big
16;4076.00;15.60;2049.00;big
17;3455.00;9.70;1228.00;big
17;3405.00;9.70;1175.00;big
19;3327.00;10.05;1171.00;big
19;3367.00;9.70;1155.00;big
21;2633.00;9.70;770.00;big
21;2581.00;9.70;838.00;big
22;3367.00;9.70;1117.00;big
22;3329.00;9.70;1115.00;big
23;3176.00;9.70;1147.00;big
23;3289.00;9.75;1123.00;big
24;3107.00;9.70;1082.00;big
24;3232.00;9.70;1078.00;big
25;3279.00;9.70;1075.00;big
25;3254.00;9.70;1040.00;big
27;3235.00;9.70;999.00;big
27;3209.00;9.70;1030.00;big
28;3176.00;9.70;988.00;big
28;3103.00;9.70;974.00;big
29;3100.00;9.70;1038.00;big
29;3057.00;9.70;1004.00;big
30;3059.00;9.70;1079.00;big
30;2983.00;9.70;1060.00;big
31;2965.00;9.70;1138.00;big
31;2902.00;9.70;1235.00;big
32;2911.00;9.70;1070.00;big
32;2880.00;9.70;1002.00;big
33;2897.00;9.70;977.00;big
33;2972.00;9.70;992.00;big
34;2803.00;9.70;1046.00;big
34;2851.00;9.70;1111.00;big
35;2836.00;9.70;1175.00;big
35;2760.00;9.70;1214.00;big
36;3071.00;9.70;922.00;big
36;3165.00;9.70;920.00;big
37;3101.00;9.50;856.00;big
37;3060.00;9.50;879.00;big
38;3022.00;9.70;817.00;big
38;2968.00;9.70;872.00;big
39;2860.00;9.70;926.00;big
39;2963.00;9.70;932.00;big
40;3055.00;9.70;693.00;big
40;2968.00;9.70;771.00;big
41;2902.00;9.70;860.00;big
41;2869.00;9.70;796.00;big
42;2802.00;9.70;878.00;big
42;2799.00;9.70;810.00;big
43;2661.00;9.50;1277.00;big
43;2690.00;9.70;1195.00;big
44;2643.00;9.70;1114.00;big
44;2733.00;9.70;1119.00;big
45;2684.00;9.70;1007.00;big
45;2766.00;9.70;988.00;big
46;2669.00;9.70;916.00;big
46;2726.00;9.70;903.00;big
47;2694.00;9.70;815.00;big
47;2761.00;9.50;765.00;big
48;2519.00;9.70;718.00;big
48;2558.00;9.70;768.00;big
49;2605.00;9.70;915.00;big
49;2530.00;9.80;930.00;big
50;2597.00;9.70;1016.00;big
50;2486.00;10.73;1011.00;big
51;2542.00;10.05;1092.00;big
51;2440.00;11.80;1109.00;big
52;2542.00;9.70;1186.00;big
52;2418.00;10.80;1195.00;big
53;2557.00;9.70;1275.00;big
53;2440.00;10.40;1270.00;big
54;2347.00;12.55;889.00;big
54;2255.00;14.25;897.00;big
55;2250.00;15.43;1023.00;big
55;2358.00;13.70;1036.00;big
56;2193.00;16.62;1136.00;big
56;2307.00;13.45;1144.00;big
57;2262.00;11.45;1265.00;big
57;2111.00;12.00;1255.00;big
58;2100.00;13.85;922.00;big
58;2129.00;10.07;851.00;big
59;2135.00;13.82;1006.00;big
59;2108.00;13.50;1072.00;big
60;1988.00;13.35;1184.00;big
60;2089.00;12.78;1151.00;big
61;2005.00;12.48;963.00;big
61;1929.00;13.40;1059.00;big
62;1777.00;10.12;1178.00;big
62;1900.00;12.75;1165.00;big
63;1790.00;9.70;1275.00;big
63;1921.00;10.15;1291.00;big
64;1931.00;10.65;903.00;big
64;1811.00;9.70;1031.00;big
65;1982.00;11.43;807.00;big
65;2033.00;11.12;743.00;big
66;2080.00;9.70;670.00;big
66;2143.00;9.70;594.00;big
67;2110.00;10.23;779.00;big
67;2171.00;10.23;723.00;big
68;2257.00;12.45;769.00;big
68;2298.00;13.12;700.00;big
69;2418.00;13.20;702.00;big
69;2416.00;13.05;644.00;big
71;2481.00;9.73;643.00;big
71;2521.00;9.50;577.00;big
73;2274.00;11.28;605.00;big
73;2376.00;14.60;581.00;big
76;2380.00;12.85;476.00;big
76;2329.00;12.30;498.00;big
78;2465.00;14.32;501.00;big
78;2452.00;14.48;555.00;big
81;2396.00;11.00;417.00;big
81;2432.00;15.00;443.00;big
84;2570.00;13.65;445.00;big
84;2673.00;9.70;396.00;big
88;2545.00;17.33;429.00;big
88;2506.00;15.40;447.00;big
90;2468.00;10.12;401.00;big
90;2511.00;13.98;378.00;big
91;2621.00;10.82;363.00;big
91;2563.00;13.73;365.00;big
92;2728.00;14.45;345.00;big
92;2696.00;11.40;363.00;big
95;2781.00;9.70;426.00;big
95;2838.00;9.70;472.00;big
97;2777.00;12.40;311.00;big
97;2826.00;9.70;372.00;big
100;2842.00;12.43;283.00;big
100;2926.00;9.93;317.00;big
101;2978.00;9.70;268.00;big
101;2917.00;9.75;226.00;big
102;2947.00;9.78;175.00;big
102;2978.00;9.70;165.00;big
103;3060.00;9.70;100.00;big
103;3116.00;9.70;130.00;big
104;3262.00;9.70;129.00;big
104;3359.00;9.70;23.00;big
105;3430.00;12.50;148.00;big
105;3612.00;9.70;101.00;big
106;3716.00;9.70;52.00;big
106;3778.00;9.70;58.00;big
107;3872.00;9.70;34.00;big
107;3823.00;9.70;12.00;big
108;3959.00;9.70;5.00;big
108;3914.00;9.70;5.00;big
109;3038.00;9.70;544.00;big
109;3184.00;9.70;485.00;big
110;3291.00;9.50;538.00;big
110;3164.00;9.70;601.00;big
115;3439.00;9.70;418.00;big
115;3347.00;10.45;422.00;big
118;3809.00;9.50;1260.00;big
118;3591.00;9.50;1282.00;big
119;3241.00;9.50;861.00;big
119;3097.00;9.50;767.00;big
120;3502.00;9.50;1162.00;big
120;3466.00;9.50;1098.00;big
121;3238.00;9.50;973.00;big
121;3347.00;9.50;1010.00;big
123;3673.00;9.70;342.00;big
123;3699.00;9.50;197.00;big
124;4008.00;9.50;1420.00;big
124;3740.00;9.50;1592.00;big
125;3593.00;9.50;2045.00;big
125;3713.00;9.50;1953.00;big
127;4809.00;11.70;2035.00;big
127;3952.00;9.50;1909.00;big
128;3542.00;9.50;1057.00;big
128;3384.00;9.50;693.00;big
131;3383.00;9.50;212.00;big
131;3365.00;9.50;154.00;big
133;2919.00;9.70;354.00;big
133;2945.00;9.50;459.00;big
134;3039.00;9.50;232.00;big
134;3165.00;9.50;193.00;big
135;3555.00;9.50;210.00;big
135;3445.00;9.50;226.00;big
136;3183.00;9.50;295.00;big
136;3425.00;9.50;282.00;big
137;2860.00;9.50;716.00;big
137;2984.00;9.50;610.00;big
138;2628.00;9.50;695.00;big
138;2765.00;9.50;693.00;big
140;2614.00;9.50;502.00;big
140;2694.00;9.50;484.00;big
142;3559.00;9.50;833.00;big
142;3577.00;9.70;827.00;big
143;3829.00;9.50;272.00;big
143;3836.00;9.50;836.00;big
144;5031.00;10.12;719.00;big
144;5070.00;14.23;703.00;big
145;759.00;9.70;459.00;big
145;679.00;9.50;500.00;big
146;4861.00;9.50;308.00;big
146;4379.00;9.50;230.00;big
147;4444.00;9.50;876.00;big
147;4888.00;9.50;952.00;big
148;4577.00;9.50;1450.00;big
148;4176.00;9.50;1220.00;big
149;4994.00;9.50;1816.00;big
149;331.00;9.50;1741.00;big
150;633.00;9.50;1506.00;big
150;197.00;9.50;1416.00;big
151;1028.00;9.50;1624.00;big
151;1440.00;9.50;1525.00;big
152;1716.00;9.82;1322.00;big
152;1538.00;9.50;1431.00;big
153;374.00;9.50;1020.00;big
153;1166.00;9.50;1147.00;big
154;303.00;9.50;533.00;big
154;430.00;9.50;190.00;big
155;1546.00;9.50;802.00;big
155;944.00;9.50;660.00;big
156;1874.00;9.50;847.00;big
156;1715.00;9.50;1016.00;big
157;2013.00;9.50;684.00;big
157;2217.00;9.50;578.00;big
158;3156.00;9.50;55.00;big
158;2928.00;9.50;98.00;big
159;2660.00;9.50;282.00;big
159;2336.00;9.50;371.00;big
160;2202.00;9.50;278.00;big
160;2571.00;9.50;66.00;big
161;1007.00;9.50;304.00;big
161;1667.00;9.50;253.00;big
162;2057.00;9.50;541.00;big
162;1882.00;9.50;655.00;big
164;3197.00;9.50;1165.00;big
164;3136.00;9.50;1164.00;big
165;3106.00;9.50;1131.00;big
165;3039.00;9.50;1117.00;big
166;3004.00;9.50;1203.00;big
166;3063.00;9.50;1216.00;big
167;2881.00;9.50;1147.00;big
167;2893.00;9.50;1205.00;big
168;2804.00;9.50;1287.00;big
168;2894.00;9.50;1273.00;big
169;3132.00;9.50;1983.00;big
169;2201.00;9.50;2041.00;big
170;1102.00;9.50;2036.00;big
170;630.00;9.50;2050.00;big
171;3608.00;9.50;2460.00;big
171;1405.00;9.50;2378.00;big
176;2455.00;11.10;866.00;big
176;2368.00;11.12;789.00;big
